file,propeller,volume
"7x4SF-PERF.PE0","7x4SF: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.1288 in^3 with the bore cut; file quotes 0.1795 in^3"
"7x5-PERF.PE0","7x5: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3317 in^3 with the bore cut; file quotes 0.3857 in^3"
"7x5E-PERF.PE0","7x5E: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.2719 in^3 with the bore cut; file quotes 0.3111 in^3"
"7x5SF-PERF.PE0","7x5SF: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.1349 in^3 with the bore cut; file quotes 0.1878 in^3"
"7x6-PERF.PE0","7x6: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3722 in^3 with the bore cut; file quotes 0.4329 in^3"
"7x6E-PERF.PE0","7x6E: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.2712 in^3 with the bore cut; file quotes 0.3095 in^3"
"7x6F-PERF.PE0","7x6F: radius 3.50 in, 2 blades, hub radius 0.000 in","model 0.0317 in^3 with the bore cut; file quotes 0.2004 in^3"
"7x6SF-PERF.PE0","7x6SF: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.1322 in^3 with the bore cut; file quotes 0.1920 in^3"
"7x6W-PERF.PE0","7x6W: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3561 in^3 with the bore cut; file quotes 0.4748 in^3"
"7x7-PERF.PE0","7x7: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3688 in^3 with the bore cut; file quotes 0.4118 in^3"
"7x7E-PERF.PE0","7x7E: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.2702 in^3 with the bore cut; file quotes 0.3091 in^3"
"7x8-PERF.PE0","7x8: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3738 in^3 with the bore cut; file quotes 0.4575 in^3"
"7x9-PERF.PE0","7x9: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3546 in^3 with the bore cut; file quotes 0.4076 in^3"
"7x9E-PERF.PE0","7x9E: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.2767 in^3 with the bore cut; file quotes 0.3690 in^3"
"8625x375-PERF.PE0","8.625x3.75: radius 4.31 in, 2 blades, hub radius 0.450 in","model 0.4767 in^3 with the bore cut; file quotes 0.6759 in^3"
"875x50-PERF.PE0","8.75x5.0: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.9199 in^3 with the bore cut; file quotes 0.9655 in^3"
"875x70N-PERF.PE0","8.75x7.0N: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.7419 in^3 with the bore cut; file quotes 1.0571 in^3"
"875x75N-PERF.PE0","8.75x7.5N: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.7407 in^3 with the bore cut; file quotes 1.0567 in^3"
"875x75NN-PERF.PE0","8.75x7.5NN: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6138 in^3 with the bore cut; file quotes 0.9146 in^3"
"875x75W-PERF.PE0","8.75x7.5W: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6160 in^3 with the bore cut; file quotes 0.9186 in^3"
"875x775NN-PERF.PE0","8.75x7.75NN: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6141 in^3 with the bore cut; file quotes 0.9147 in^3"
"875x80NN-PERF.PE0","8.75x8.0NN: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6132 in^3 with the bore cut; file quotes 0.9146 in^3"
"875x825NN-PERF.PE0","8.75x8.25NN: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6149 in^3 with the bore cut; file quotes 0.9148 in^3"
"875x85N-PERF.PE0","8.75x8.5N: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.7386 in^3 with the bore cut; file quotes 1.0406 in^3"
"875x875NN-PERF.PE0","8.75x8.75NN: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6130 in^3 with the bore cut; file quotes 0.9142 in^3"
"875x875W-PERF.PE0","8.75x8.75W: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6168 in^3 with the bore cut; file quotes 0.9187 in^3"
"875x90NN-PERF.PE0","8.75x9.0NN: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6133 in^3 with the bore cut; file quotes 0.9141 in^3"
"875x90W-PERF.PE0","8.75x9.0W: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6069 in^3 with the bore cut; file quotes 0.9172 in^3"
"875x925NN-PERF.PE0","8.75x9.25NN: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6124 in^3 with the bore cut; file quotes 0.9138 in^3"
"875x925W-PERF.PE0","8.75x9.25W: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6073 in^3 with the bore cut; file quotes 0.9174 in^3"
"88x85-PERF.PE0","8.8x8.5: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6207 in^3 with the bore cut; file quotes 0.9229 in^3"
"88x875-PERF.PE0","8.8x8.75: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6573 in^3 with the bore cut; file quotes 0.9379 in^3"
"88x89-PERF.PE0","8.8x8.9: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.7177 in^3 with the bore cut; file quotes 0.9161 in^3"
"88x90-PERF.PE0","8.8x9.0: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.9265 in^3 with the bore cut; file quotes 0.9274 in^3"
"88x925-PERF.PE0","8.8x9.25: radius 4.38 in, 2 blades, hub radius 0.450 in","model 0.6587 in^3 with the bore cut; file quotes 0.9388 in^3"
"88x95-PERF.PE0","8.8x9.5: radius 4.37 in, 2 blades, hub radius 0.450 in","model 0.6212 in^3 with the bore cut; file quotes 0.9226 in^3"
"88x975-PERF.PE0","8.8x9.75: radius 4.37 in, 2 blades, hub radius 0.450 in","model 0.6211 in^3 with the bore cut; file quotes 0.9225 in^3"
"8x10-PERF.PE0","8x10: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.5926 in^3 with the bore cut; file quotes 0.6435 in^3"
"8x10E-PERF.PE0","8x10E: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.5007 in^3 with the bore cut; file quotes 0.5346 in^3"
"8x375-PERF.PE0","8x3.75: radius 4.00 in, 2 blades, hub radius 0.450 in","model 0.4132 in^3 with the bore cut; file quotes 0.5871 in^3"
"8x37SFR-PC-PERF.PE0","8x3.7SFR: radius 4.00 in, 2 blades, hub radius 0.250 in","model 0.2383 in^3 with the bore cut; file quotes 0.2797 in^3"
"8x38SF-PERF.PE0","8x3.8SF: radius 4.00 in, 2 blades, hub radius 0.250 in","model 0.1820 in^3 with the bore cut; file quotes 0.2455 in^3"
"8x4-PERF.PE0","8x4: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.5539 in^3 with the bore cut; file quotes 0.6070 in^3"
"8x41SF-PERF.PE0","8x4.1SF: radius 4.00 in, 2 blades, hub radius 0.250 in","model 0.1307 in^3 with the bore cut; file quotes 0.1565 in^3"
"8x42SFR-PERF.PE0","8x4.2SFR: radius 4.00 in, 2 blades, hub radius 0.250 in","model 0.1384 in^3 with the bore cut; file quotes 0.1693 in^3"
"8x45MR-PERF.PE0","8x4.5MR: radius 4.00 in, 2 blades, hub radius 0.320 in","model 0.2984 in^3 with the bore cut; file quotes 0.3111 in^3"
"8x47SF-PERF.PE0","8x4.7SF: radius 4.00 in, 2 blades, hub radius 0.250 in","model 0.1823 in^3 with the bore cut; file quotes 0.2419 in^3"
"8x4E-PERF.PE0","8x4E: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.4821 in^3 with the bore cut; file quotes 0.5099 in^3"
"8x4F-PERF.PE0","8x4F: radius 4.00 in, 2 blades, hub radius 0.000 in","model 0.0523 in^3 with the bore cut; file quotes 0.2515 in^3"
"8x5-PERF.PE0","8x5: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.6682 in^3 with the bore cut; file quotes 0.7051 in^3"
"8x6-PERF.PE0","8x6: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.6256 in^3 with the bore cut; file quotes 0.6690 in^3"
"8x6E-PERF.PE0","8x6E: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.4658 in^3 with the bore cut; file quotes 0.5163 in^3"
"8x6SF-PERF.PE0","8x6SF: radius 4.00 in, 2 blades, hub radius 0.250 in","model 0.1808 in^3 with the bore cut; file quotes 0.2369 in^3"
"8x7-PERF.PE0","8x7: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.6670 in^3 with the bore cut; file quotes 0.7093 in^3"
"8x73-PERF.PE0","8x7.3: radius 4.00 in, 2 blades, hub radius 0.450 in","model 0.8548 in^3 with the bore cut; file quotes 0.9014 in^3"
"8x8-PERF.PE0","8x8: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.6642 in^3 with the bore cut; file quotes 0.7100 in^3"
"8x8E-PERF.PE0","8x8E: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.4999 in^3 with the bore cut; file quotes 0.5464 in^3"
"8x9-PERF.PE0","8x9: radius 4.00 in, 2 blades, hub radius 0.400 in","model 0.5869 in^3 with the bore cut; file quotes 0.6563 in^3"
"925x60-PERF.PE0","9.25x6.0: radius 4.62 in, 2 blades, hub radius 0.400 in","model 0.5596 in^3 with the bore cut; file quotes 0.5973 in^3"
"93x3-PERF.PE0","9.3x3: radius 4.65 in, 2 blades, hub radius 0.500 in","model 0.8167 in^3 with the bore cut; file quotes 0.9358 in^3"
"95x45-PERF.PE0","9.5x4.5: radius 4.75 in, 2 blades, hub radius 0.500 in","model 0.8740 in^3 with the bore cut; file quotes 1.0060 in^3"
"95x5MR-PERF.PE0","9.5x5MR: radius 4.75 in, 2 blades, hub radius 0.320 in","model 0.4137 in^3 with the bore cut; file quotes 0.4401 in^3"
"95x6-PERF.PE0","9.5x6: radius 4.75 in, 2 blades, hub radius 0.450 in","model 0.9393 in^3 with the bore cut; file quotes 0.9722 in^3"
"95x75N-PERF.PE0","9.5x7.5N: radius 4.75 in, 2 blades, hub radius 0.450 in","model 0.9157 in^3 with the bore cut; file quotes 1.0381 in^3"
"95x7N-PERF.PE0","9.5x7N: radius 4.75 in, 2 blades, hub radius 0.450 in","model 0.9297 in^3 with the bore cut; file quotes 1.0475 in^3"
"9625x375N-PERF.PE0","9.625x3.75N: radius 4.81 in, 2 blades, hub radius 0.450 in","model 0.6343 in^3 with the bore cut; file quotes 0.9152 in^3"
"9x10-PERF.PE0","9x10: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.6996 in^3 with the bore cut; file quotes 0.7465 in^3"
"9x3-PERF.PE0","9x3: radius 4.50 in, 2 blades, hub radius 0.500 in","model 0.8104 in^3 with the bore cut; file quotes 0.9296 in^3"
"9x37SF-PERF.PE0","9x3.7SF: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.1501 in^3 with the bore cut; file quotes 0.1786 in^3"
"9x38SF-PERF.PE0","9x3.8SF: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.2466 in^3 with the bore cut; file quotes 0.3164 in^3"
"9x39SFR-PC-PERF.PE0","9x3.9SFR: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.3290 in^3 with the bore cut; file quotes 0.3755 in^3"
"9x3N-PERF.PE0","9x3N: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.4939 in^3 with the bore cut; file quotes 0.5562 in^3"
"9x4-PERF.PE0","9x4: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.7993 in^3 with the bore cut; file quotes 0.8298 in^3"
"9x41SF-PERF.PE0","9x4.1SF: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.1510 in^3 with the bore cut; file quotes 0.1786 in^3"
"9x44SFR-PERF.PE0","9x4.4SFR: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.1942 in^3 with the bore cut; file quotes 0.2301 in^3"
"9x45E-PERF.PE0","9x4.5E: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.6124 in^3 with the bore cut; file quotes 0.6582 in^3"
"9x45MR-PERF.PE0","9x4.5MR: radius 4.50 in, 2 blades, hub radius 0.320 in","model 0.3865 in^3 with the bore cut; file quotes 0.4012 in^3"
"9x45MRF-RH-PERF.PE0","9x4.5MRF-RH: radius 4.50 in, 2 blades, hub radius 0.000 in","model 0.1201 in^3 with the bore cut; file quotes 0.3402 in^3"
"9x45R-RH-PERF.PE0","9x4.5R-RH: radius 4.50 in, 2 blades, hub radius 0.310 in","model 0.3681 in^3 with the bore cut; file quotes 0.4701 in^3"
"9x46SF-PERF.PE0","9x4.6SF: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.1509 in^3 with the bore cut; file quotes 0.1790 in^3"
"9x47SF-PERF.PE0","9x4.7SF: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.2458 in^3 with the bore cut; file quotes 0.3109 in^3"
"9x4M-LH-PERF.PE0","9x4M-LH: radius 4.48 in, 2 blades, hub radius 0.620 in","model 0.9906 in^3 with the bore cut; file quotes 1.1579 in^3"
"9x5-PERF.PE0","9x5: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.7559 in^3 with the bore cut; file quotes 0.8192 in^3"
"9x5F-PERF.PE0","9x5F: radius 4.50 in, 2 blades, hub radius 0.000 in","model 0.1009 in^3 with the bore cut; file quotes 0.3651 in^3"
"9x5M-JK-PERF.PE0","9x5M-JK: radius 4.50 in, 2 blades, hub radius 0.610 in","model 0.9479 in^3 with the bore cut; file quotes 1.1223 in^3"
"9x6-4-PERF.PE0","9x6-4: radius 4.50 in, 4 blades, hub radius 0.350 in","model 0.7450 in^3 with the bore cut; file quotes 0.7765 in^3"
"9x6-PERF.PE0","9x6: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.7577 in^3 with the bore cut; file quotes 0.8238 in^3"
"9x65-PERF.PE0","9x6.5: radius 4.50 in, 2 blades, hub radius 0.450 in","model 1.0216 in^3 with the bore cut; file quotes 1.0766 in^3"
"9x6E-PERF.PE0","9x6E: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.5627 in^3 with the bore cut; file quotes 0.6623 in^3"
"9x6N-PERF.PE0","9x6N: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.4654 in^3 with the bore cut; file quotes 0.6633 in^3"
"9x6SF-PERF.PE0","9x6SF: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.2597 in^3 with the bore cut; file quotes 0.3156 in^3"
"9x7-PERF.PE0","9x7: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.7759 in^3 with the bore cut; file quotes 0.8105 in^3"
"9x75-PERF.PE0","9x7.5: radius 4.50 in, 2 blades, hub radius 0.450 in","model 1.0195 in^3 with the bore cut; file quotes 1.0787 in^3"
"9x75E-PERF.PE0","9x7.5E: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.5641 in^3 with the bore cut; file quotes 0.6551 in^3"
"9x75SF-PERF.PE0","9x7.5SF: radius 4.50 in, 2 blades, hub radius 0.250 in","model 0.2613 in^3 with the bore cut; file quotes 0.3296 in^3"
"9x8-PERF.PE0","9x8: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.8432 in^3 with the bore cut; file quotes 0.8923 in^3"
"9x85-PERF.PE0","9x8.5: radius 4.50 in, 2 blades, hub radius 0.450 in","model 1.0163 in^3 with the bore cut; file quotes 1.0798 in^3"
"9x8E-3-PERF.PE0","9x8E-3: radius 4.50 in, 3 blades, hub radius 0.400 in","model 0.9114 in^3 with the bore cut; file quotes 0.9128 in^3"
"9x9-PERF.PE0","9x9: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.7896 in^3 with the bore cut; file quotes 0.8380 in^3"
"9x9E-PERF.PE0","9x9E: radius 4.50 in, 2 blades, hub radius 0.400 in","model 0.5524 in^3 with the bore cut; file quotes 0.6638 in^3"
"READ_ME_FIRST.txt","SKIPPED","No usable station table in .\READ_ME_FIRST.txt (found 0 rows, expected dozens)."
"clarky.dat","SKIPPED","No usable station table in .\clarky.dat (found 0 rows, expected dozens)."
